,date,key,value,updated_on,source_url,filename,country
139,2020-04-12,icu,839.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
140,2020-04-13,icu,859.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
141,2020-04-14,icu,915.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
142,2020-04-15,icu,954.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
144,2020-04-16,icu,996.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
145,2020-04-17,icu,1024.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
147,2020-04-18,icu,1054.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
148,2020-04-19,icu,1079.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
149,2020-04-20,icu,1133.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
150,2020-04-21,icu,1158.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
151,2020-04-22,icu,1182.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
152,2020-04-23,icu,1217.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
153,2020-04-24,icu,1256.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
155,2020-04-25,icu,1280.0,2020-04-26,https://api.apify.com/v2/datasets/Nq3XwHX262iDwsFJS/items?format=json&clean=1,total.csv,sweden
